Ticker,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume
DASH,DoorDash Inc.,NYSE,Communication Services,Internet,10.1,lrg,54.755,2541335
DB,Deutsche Bank AG,NYSE,Financial,Banks,96.9,lrg,12.475,2126897
DBX,"Dropbox, Inc.",NASD,Technology,Software,16.2,mid,20.345,1743218
DCI,"Donaldson Co, Inc.",NYSE,Industrial,Industrial Machinery,76.1,mid,63.395,244720
DCP,"DCP Midstream, LP",NYSE,Energy,Pipelines,71.4,mid,41.720,273961
DD,"DuPont de Nemours, Inc.",NYSE,Materials,Specialty Chemicals,85.9,lrg,73.020,1460828
DDOG,Datadog Inc.,NASD,Technology,Software,6.5,lrg,76.560,2284729
DE,Deere & Co.,NYSE,Industrial,Commercial Vehicles,68.6,lrg,417.370,766072
DECK,Deckers Outdoor Corp.,NYSE,Consumer Discretionary,Footwear,91.8,lrg,415.240,252465
DELL,"Dell Technologies, Inc.",NYSE,Technology,Computer Hardware,46.9,lrg,40.935,4606416
DEO,Diageo PLC,NYSE,Consumer Staples,Distillers & Vintners,36.6,lrg,173.310,364262
DFS,Discover Financial Services,NYSE,Financial,Consumer Finance,73.3,lrg,112.155,1102736
DG,Dollar General Corp.,NYSE,Consumer Discretionary,Specialty Retailers,13.1,lrg,215.740,1030171
DGX,Quest Diagnostics Inc.,NYSE,Health Care,Health Care Providers,44.9,lrg,137.590,900926
DHI,DR Horton Inc.,NYSE,Consumer Discretionary,Home Construction,85.7,lrg,92.415,989850
DHR,Danaher Corp.,NYSE,Health Care,Medical Equipment,16.3,lrg,247.530,2168218
DINO,HF Sinclair Corporation,NYSE,Energy,Exploration & Production,18.8,lrg,49.910,1831518
DIS,Walt Disney Co.,NYSE,Communication Services,Entertainment,15.1,lrg,99.825,4390068
DKNG,DraftKings Inc,NASD,Consumer Discretionary,Gambling,85.5,mid,18.910,7102867
DKS,Dick's Sporting Goods Inc.,NYSE,Consumer Discretionary,Specialty Retailers,77.5,mid,128.760,780720
DLB,Dolby Laboratories,NYSE,Communication Services,Entertainment,69.5,mid,82.400,153960
DLR,"Digital Realty Trust, Inc.",NYSE,Real Estate,Industrial & Office REITs,13.9,lrg,105.040,951176
DLTR,"Dollar Tree, Inc.",NASD,Consumer Discretionary,Specialty Retailers,52.4,lrg,145.873,1537750
DOCU,"Docusign, Inc.",NASD,Technology,Software,44.3,lrg,61.290,2390106
DOV,Dover Corp.,NYSE,Industrial,Industrial Machinery,83.1,lrg,150.220,360408
DOW,Dow Holdings Inc.,NYSE,Materials,Commodity Chemicals,74.1,lrg,57.335,3122776
DOX,Amdocs Ltd.,NASD,Technology,Software,65.2,lrg,91.760,392980
DPZ,Domino's Pizza Group LTD,NYSE,Consumer Discretionary,Restaurants & Bars,2.4,lrg,294.130,862030
DRI,"Darden Restaurants, Inc.",NYSE,Consumer Discretionary,Restaurants & Bars,69.6,lrg,143.010,519437
DT,Dynatrace Inc.,NYSE,Technology,Software,76.9,lrg,42.540,1763485
DTE,DTE Energy Co.,NYSE,Utilities,Conventional Electricity,12.2,lrg,109.820,1063930
DUK,Duke Energy Corp.,NYSE,Utilities,Multiutilities,15.0,lrg,94.450,1631734
DVA,DaVita Inc.,NYSE,Health Care,Health Care Providers,30.0,mid,82.240,440621
DVN,Devon Energy Corp.,NYSE,Energy,Exploration & Production,4.5,lrg,54.040,7008565
DXCM,DexCom Inc.,NASD,Health Care,Medical Supplies,88.7,lrg,110.990,766464
E,ENI S.P.A.,NYSE,Energy,Integrated Oil & Gas,64.6,lrg,28.260,396916
EA,"Electronic Arts, Inc.",NASD,Communication Services,Internet,8.9,lrg,110.750,1419446
EBAY,"eBay, Inc.",NASD,Consumer Discretionary,Special Consumer Services,47.1,lrg,45.985,2507782
EBR,Centrais Eletricas Brasileiras SA,NYSE,Utilities,Conventional Electricity,2.0,lrg,6.600,1179227
EC,Ecopetrol SA,NYSE,Energy,Integrated Oil & Gas,54.4,lrg,11.145,2695755
ECL,"Ecolab, Inc.",NYSE,Materials,Specialty Chemicals,53.8,lrg,159.820,427771
ED,"Consolidated Edison, Inc.",NYSE,Utilities,Conventional Electricity,26.8,lrg,89.630,880738
EFX,"Equifax, Inc.",NYSE,Industrial,Business Support Services,49.9,lrg,203.210,506947
EGP,"EastGroup Properties, Inc.",NYSE,Real Estate,Industrial & Office REITs,42.6,mid,164.160,125376
EIX,"Edison Intl, Inc.",NYSE,Utilities,Conventional Electricity,49.5,lrg,66.750,915196
EL,Estee Lauder Cos.,NYSE,Consumer Staples,Personal Products,24.7,lrg,242.915,622032
ELP,"Companhia Paranaense de Energia, SA",NYSE,Utilities,Multiutilities,37.3,lrg,6.575,286343
ELS,"Equity Lifestyle Properties, Inc.",NYSE,Real Estate,Residential REITs,42.8,lrg,68.990,441250
ELV,"Elevance Health, Inc.",NYSE,Health Care,Health Care Providers,30.2,lrg,469.000,776959
EME,"EMCOR Group, Inc.",NYSE,Industrial,Heavy Construction,94.9,mid,167.680,209224
EMN,Eastman Chemical Co.,NYSE,Materials,Commodity Chemicals,27.3,mid,85.365,535143
EMR,Emerson Electric Co.,NYSE,Industrial,Diversified Industrials,26.9,lrg,82.690,1606234
ENB,"Enbridge, Inc.",NYSE,Energy,Pipelines,18.2,lrg,37.625,2048327
ENPH,Enphase Energy Inc.,NASD,Technology,Renewable Energy Equipment,5.6,lrg,210.825,1938063
ENTG,"Entegris, Inc.",NASD,Technology,Semiconductors,38.0,mid,85.800,781901
EOG,"EOG Resources, Inc.",NYSE,Energy,Exploration & Production,13.0,lrg,112.940,2359597
EPAM,"EPAM Systems, Inc.",NYSE,Technology,Software,3.8,lrg,308.810,197751
EPD,Enterprise Products Partn,NYSE,Energy,Pipelines,50.2,lrg,25.550,2785590
EQH,"Equitable Holdings, Inc.",NYSE,Financial,Insurance Brokers,68.2,lrg,31.615,1628058
EQIX,"Equinix, Inc.",NASD,Real Estate,Diversified REITs,54.1,lrg,694.480,153953
EQNR,Equinor ASA,NYSE,Energy,Integrated Oil & Gas,12.1,lrg,30.535,1675065
EQR,Equity Residential Property Trust,NYSE,Real Estate,Residential REITs,19.7,lrg,62.870,800750
EQT,EQT Corp.,NYSE,Energy,Exploration & Production,7.1,lrg,33.110,3728479
ERIC,Ericsson Telephone Co.,NASD,Technology,Telecom Equipment,5.2,lrg,5.525,4804293
ERIE,Erie Indemnity Co.,NASD,Financial,Property-Casualty Insurance,58.9,lrg,235.700,40367
ES,Eversource Energy,NYSE,Utilities,Conventional Electricity,9.9,lrg,75.580,1044672
ESLT,Elbit Systems Ltd.,NASD,Industrial,Defense,18.7,mid,168.580,35553
ESS,"Essex Property Trust, Inc.",NYSE,Real Estate,Residential REITs,26.6,lrg,229.410,259222
ET,Energy Transfer LP,NYSE,Energy,Pipelines,72.1,lrg,12.685,7358556
ETN,Eaton Corp.,NYSE,Industrial,Diversified Industrials,93.7,lrg,175.112,924648
ETR,Entergy Corp Hldg Co.,NYSE,Utilities,Conventional Electricity,19.5,lrg,103.700,505038
ETSY,Etsy Inc.,NASD,Consumer Discretionary,Special Consumer Services,53.7,lrg,121.620,1187328
EVRG,"Evergy, Inc.",NASD,Utilities,Conventional Electricity,13.2,lrg,58.765,762756
EW,Edwards Lifesciences Corp.,NYSE,Health Care,Medical Supplies,34.2,lrg,80.505,3949789
EWBC,"East West Bancorp, Inc.",NASD,Financial,Banks,60.6,mid,76.420,770815
EXAS,EXACT Sciences Corp.,NASD,Health Care,Biotechnology,95.4,mid,62.120,1088232
EXC,Exelon Corp.,NASD,Utilities,Conventional Electricity,29.4,lrg,40.555,3034246
EXPD,"Expeditors Intl of Washington, Inc.",NASD,Industrial,Delivery Services,43.1,lrg,104.820,610981
EXPE,"Expedia, Inc",NASD,Consumer Discretionary,Travel & Tourism,50.9,lrg,109.220,1915125
EXR,Extra Space Storage Inc.,NYSE,Real Estate,Specialty REITs,33.4,lrg,164.920,827104
F,Ford Motor Co.,NYSE,Consumer Discretionary,Automobiles,17.6,lrg,12.055,43151277
FANG,"Diamondback Energy, Inc.",NASD,Energy,Exploration & Production,55.0,lrg,140.995,1589747
FAST,Fastenal Co.,NASD,Industrial,Industrial Suppliers,60.3,lrg,51.690,1118400
FBIN,"Fortune Brands Innovations, Inc.",NYSE,Industrial,Building Materials,66.4,mid,61.785,604336
FCNCA,"First Citizens BancShares, Inc.",NASD,Financial,Banks,21.9,lrg,733.940,64416
FCX,"Freeport-McMoRan, Inc.",NYSE,Materials,Nonferrous Metals,85.3,lrg,41.020,6926155
FDS,"Factset Research Sys, Inc.",NYSE,Financial,Investment Services,37.9,lrg,416.585,69815
FDX,FedEx Corp.,NYSE,Industrial,Delivery Services,58.6,lrg,204.040,730366
FE,Firstenergy Corp.,NYSE,Utilities,Conventional Electricity,44.1,lrg,39.635,3397846
FERG,Ferguson Plc.,NYSE,Industrial,Industrial Suppliers,91.4,lrg,144.710,1217034
FFIV,"F5 Networks, Inc.",NASD,Technology,Telecom Equipment,20.6,mid,142.920,234606
FHN,First Horizon National Corp.,NYSE,Financial,Banks,69.1,lrg,24.715,2531755
FICO,"Fair Isaac & Co., Inc.",NYSE,Technology,Software,98.5,lrg,683.105,129149
FIS,"Fidelity National Information Services, Inc.",NYSE,Technology,Software,1.6,lrg,63.535,2899055
FISV,"Fiserv, Inc.",NASD,Technology,Software,83.5,lrg,115.340,1704926
FITB,Fifth Third Bancorp,NASD,Financial,Banks,65.8,lrg,36.370,3191263
FIVE,"Five Below, Inc.",NASD,Consumer Discretionary,Specialty Retailers,96.0,mid,205.215,273146
FLEX,Flex Ltd.,NASD,Technology,Electrical Components,76.4,mid,22.855,1888618
FLT,FleetCor Technologies Inc.,NYSE,Technology,Computer Services,63.5,lrg,214.840,485469
FMC,FMC Corp.,NYSE,Materials,Specialty Chemicals,76.2,lrg,129.190,286759
FMS,Fresenius Medical Care Ag,NYSE,Health Care,Health Care Providers,61.1,mid,19.605,1189950
FMX,Fomento Econmico Mexicano SAB,NYSE,Consumer Staples,Soft Drinks,97.7,lrg,92.095,1210209
FND,"Floor & Decor Holdings, Inc.",NYSE,Consumer Discretionary,Home Improvement Retailers,70.1,mid,91.975,1024369
FNF,"Fidelity National Financial, Inc.",NYSE,Financial,Mortgage Finance,49.2,lrg,39.920,898139
FNV,Franco-Nevada Corp.,NYSE,Materials,Gold Mining,28.4,lrg,127.570,329765
FOX,Fox Corporation,NASD,Communication Services,Entertainment,61.7,lrg,32.280,540315
FOXA,Fox Corporation,NASD,Communication Services,Entertainment,67.0,lrg,35.095,1906333
FR,First Industrial Realty T,NYSE,Real Estate,Industrial & Office REITs,56.0,mid,53.230,233501
FRC,First Republic Bank San Francisco California,NYSE,Financial,Banks,7.5,lrg,123.710,837752
FRT,Federal Realty Investment Trust,NYSE,Real Estate,Retail REITs,49.9,mid,107.580,241031
FSLR,First Solar Inc.,NASD,Technology,Renewable Energy Equipment,96.7,lrg,168.010,1858385
FTNT,Fortinet Inc.,NASD,Technology,Software,91.5,lrg,59.450,1758096
FTS,Fortis Inc.,NYSE,Utilities,Conventional Electricity,21.2,lrg,39.520,442031
FTV,Fortive Corp.,NYSE,Industrial,Diversified Industrials,58.2,lrg,66.870,943177
FWONA,Formula One Group,NASD,Communication Services,Entertainment,51.4,lrg,60.920,181312
FWONK,Formula One Group,NASD,Communication Services,Entertainment,55.7,lrg,67.960,693101
G,Genpact Ltd.,NYSE,Industrial,Business Support Services,53.1,mid,47.770,280851
GD,General Dynamics Corp.,NYSE,Industrial,Defense,39.4,lrg,228.250,550258
GDDY,GoDaddy Inc.,NYSE,Communication Services,Internet,37.6,lrg,75.900,427410
GE,General Electric Co.,NYSE,Industrial,Diversified Industrials,98.1,lrg,84.930,5489378
GEHC,GE HealthCare Technologies Inc.,NASD,Health Care,Medical Equipment,,,75.750,1234606
GEN,Gen Digital Inc.,NASD,Technology,Software,6.1,lrg,19.460,3310257
GFI,Gold Fields Ltd.,NYSE,Materials,Gold Mining,21.2,mid,9.145,3746480
GFL,GFL Environmental Holdings Inc,NYSE,Industrial,Waste & Disposal Services,56.7,lrg,30.235,1195136
GFS,GlobalFoundries Inc.,NASD,Technology,Semiconductors,83.7,lrg,65.530,719651
GGG,"Graco, Inc.",NYSE,Industrial,Industrial Machinery,67.8,lrg,69.850,1367542
GIB,CGI Inc.,NYSE,Technology,Computer Services,72.4,lrg,89.530,128449
GILD,"Gilead Sciences, Inc.",NASD,Health Care,Biotechnology,82.3,lrg,80.265,2110665
GIS,General Mills Inc.,NYSE,Consumer Staples,Food Products,62.6,lrg,79.805,1433650
GL,Globe Life Inc.,NYSE,Financial,Life Insurance,85.1,lrg,121.570,271453
GLPI,"Gaming and Leisure Properties, Inc.",NASD,Real Estate,Specialty REITs,76.6,lrg,53.770,441637
GLW,"Corning, Inc.",NYSE,Technology,Telecom Equipment,45.3,lrg,34.065,2583099
GM,General Motors Co.,NYSE,Consumer Discretionary,Automobiles,46.3,lrg,38.740,10115186
GMAB,Genmab A/S,NASD,Health Care,Biotechnology,47.2,lrg,37.620,404602
GNRC,Generac Holdings Inc.,NYSE,Industrial,Building Materials,4.3,mid,120.540,758396
GOLD,Barrick Gold Corp.,NYSE,Materials,Gold Mining,30.4,lrg,16.135,12587158
GOOG,Alphabet Inc. - Class C,NASD,Communication Services,Internet,8.6,lrg,90.717,18450390
GOOGL,Alphabet Inc.,NASD,Communication Services,Internet,9.4,lrg,90.540,19330410
GPC,Genuine Parts Co.,NYSE,Consumer Discretionary,Auto Parts,80.5,lrg,176.925,770588
GPK,Graphic Packaging Holding Co.,NYSE,Materials,Containers & Packaging,62.5,mid,23.865,1643741
GPN,"Global Payments, Inc.",NYSE,Technology,Software,33.9,lrg,112.630,536761
GRAB,Grab Holdings Limited,NASD,Technology,Software,25.4,lrg,3.195,7348175
GRMN,Garmin Ltd.,NYSE,Consumer Discretionary,Recreational Products,65.1,lrg,98.200,394656
GS,"Goldman Sachs Group, Inc.",NYSE,Financial,Investment Services,55.6,lrg,353.180,3226447
GSK,GSK Plc,NYSE,Health Care,Pharmaceuticals,40.0,lrg,34.390,2101803
GWW,"WW Grainger, Inc.",NYSE,Industrial,Industrial Suppliers,94.5,lrg,669.470,118131
H,Hyatt Hotels Corp.,NYSE,Consumer Discretionary,Hotels,90.1,mid,116.480,372335
HAL,Halliburton Co.,NYSE,Energy,Oil Equipment & Services,66.2,lrg,36.404,5685329
HAS,"Hasbro, Inc.",NASD,Consumer Discretionary,Toys,7.1,mid,55.280,837087
HBAN,Huntington Bancshares Inc.,NASD,Financial,Banks,80.9,lrg,15.355,8845278
HCA,"HCA Healthcare, Inc.",NYSE,Health Care,Health Care Providers,70.4,lrg,242.480,1027432
HD,"Home Depot, Inc.",NYSE,Consumer Discretionary,Home Improvement Retailers,34.1,lrg,296.800,2067037
HDB,HDFC Bank Ltd.,NYSE,Financial,Banks,69.5,lrg,67.700,618790
HEI,Heico Corp.,NYSE,Industrial,Aerospace,65.5,lrg,167.890,881564
HEI/A,Heico Corp.,NYSE,Industrial,Aerospace,60.5,lrg,132.395,354524
HES,Hess Corp.,NYSE,Energy,Integrated Oil & Gas,52.9,lrg,135.190,791384
HIG,"Hartford Financial Services Group, Inc.",NYSE,Financial,Full Line Insurance,84.7,lrg,78.470,1009816
HII,Huntington Ingalls Industries Inc.,NYSE,Industrial,Defense,28.5,mid,216.188,120840
HIPO,Hippo Holdings Inc.,NYSE,Financial,Property-Casualty Insurance,3.6,mid,16.930,43676
HLN,Haleon Plc,NYSE,Health Care,Pharmaceuticals,,,7.905,2982874
HLT,Hilton Worldwide Holdings Inc.,NYSE,Consumer Discretionary,Hotels,75.0,lrg,145.020,702039
HMC,Honda Motor Co. Ltd.,NYSE,Consumer Discretionary,Automobiles,61.5,lrg,26.015,645292
HOLX,"Hologic, Inc.",NASD,Health Care,Medical Supplies,76.1,lrg,80.015,778943
HON,"Honeywell International, Inc.",NASD,Industrial,Diversified Industrials,32.7,lrg,191.690,1728439
HOOD,Robinhood Markets Inc.,NASD,Technology,Software,33.9,mid,10.055,4637204
HPE,Hewlett Packard Enterprise Co.,NYSE,Technology,Computer Services,68.4,lrg,15.630,7013483
HPQ,HP Inc.,NYSE,Technology,Computer Hardware,50.4,lrg,29.925,8034647
HR,Healthcare Realty Trust Incorporated,NYSE,Real Estate,Specialty REITs,10.4,mid,19.575,2458245
HRL,Hormel Foods Corp.,NYSE,Consumer Staples,Food Products,22.8,lrg,44.485,912405
HSBC,HSBC Holdings PLC,NYSE,Financial,Banks,94.1,lrg,38.360,1961371
HSIC,"Henry Schein, Inc.",NASD,Health Care,Medical Supplies,41.8,lrg,78.565,613668
HST,Host Hotels & Resorts Inc.,NYSE,Real Estate,Hotel & Lodging REITs,27.7,lrg,16.885,5240357
HSY,Hershey Foods Corp.,NYSE,Consumer Staples,Food Products,72.0,lrg,238.330,508901
HTHT,H World Group Limited,NASD,Consumer Discretionary,Hotels,87.0,lrg,47.770,1179922
HUBB,"Hubbell, Inc.",NYSE,Technology,Electrical Components,91.6,lrg,252.470,336876
HUBS,HubSpot Inc.,NYSE,Technology,Software,90.2,lrg,387.810,448094
HUM,"Humana, Inc.",NYSE,Health Care,Health Care Providers,46.7,lrg,491.495,678411
HWM,Howmet Aerospace Inc.,NYSE,Industrial,Diversified Industrials,84.2,lrg,42.043,1956496
HZNP,Horizon Therapeutics Public Ltd. Co.,NASD,Health Care,Pharmaceuticals,99.2,lrg,109.615,2349477
IBKR,"Interactive Brokers Group, Inc.",NASD,Financial,Investment Services,92.6,mid,86.125,403125
IBM,International Business Machines,NYSE,Technology,Computer Services,37.4,lrg,129.515,2180074
IBN,Icici Bank Ltd.,NYSE,Financial,Banks,41.5,lrg,20.725,3370034
ICE,"IntercontinentalExchange Group, Inc.",NYSE,Financial,Investment Services,35.9,lrg,101.800,2060201
ICL,Israel Chemicals Ltd.,NYSE,Materials,Specialty Chemicals,14.0,mid,7.025,1145761
ICLR,ICON PLC,NASD,Health Care,Health Care Providers,63.9,lrg,225.050,351570
IDXX,"IDEXX Laboratories, Inc.",NASD,Health Care,Medical Supplies,92.2,lrg,474.827,147576
IEP,Icahn Enterprises L.P.,NASD,Financial,Specialty Finance,70.3,lrg,54.020,324441
IEX,Idex Corp.,NYSE,Industrial,Industrial Machinery,64.3,lrg,225.755,146969
IFF,Intl Flavors & Fragrances,NYSE,Materials,Specialty Chemicals,6.0,lrg,93.850,1552592
IHG,InterContinental Hotels Group PLC,NYSE,Consumer Discretionary,Hotels,87.3,lrg,68.925,78077
ILMN,"Illumina, Inc.",NASD,Health Care,Biotechnology,18.7,lrg,199.935,357008
IMO,Imperial Oil Ltd.,AMEX,Energy,Integrated Oil & Gas,39.2,lrg,49.530,265561
INCY,Incyte Corp.,NASD,Health Care,Biotechnology,45.7,lrg,76.500,660088
INFY,Infosys Technologies Ltd.,NYSE,Technology,Computer Services,28.9,lrg,17.965,6008570
ING,Ing Groep NV ADR,NYSE,Financial,Life Insurance,98.7,lrg,13.985,2583999
INSP,"Inspire Medical Systems, Inc.",NYSE,Health Care,Medical Equipment,81.4,mid,258.985,193937
INTC,Intel Corp.,NASD,Technology,Semiconductors,3.0,lrg,24.880,26791433
INTU,"Intuit, Inc.",NASD,Technology,Software,31.9,lrg,406.180,1245579
INVH,Invitation Homes Inc.,NYSE,Real Estate,Real Estate Development,21.3,lrg,31.510,1234988
IOT,Samsara Inc.,NYSE,Technology,Software,88.9,mid,16.620,993031
IP,International Paper Co.,NYSE,Materials,Paper,23.9,lrg,36.501,1202441
IPG,Interpublic Grp Of Cos,NYSE,Communication Services,Media Agencies,86.5,lrg,35.595,2011308
IQV,"Iqvia Holdings, Inc.",NYSE,Health Care,Health Care Providers,27.2,lrg,208.760,381397
IR,Ingersoll Rand Inc,NYSE,Industrial,Industrial Machinery,89.5,lrg,58.330,1827883
IRDM,Iridium Communications Inc.,NASD,Communication Services,Mobile Telecommunications,91.9,mid,61.780,282220
IRM,"Iron Mountain, Inc.",NYSE,Real Estate,Specialty REITs,53.3,lrg,52.770,696677
ISRG,"Intuitive Surgical, Inc.",NASD,Health Care,Medical Equipment,39.6,lrg,229.545,588695
IT,"Gartner Group, Inc.",NYSE,Technology,Computer Services,66.4,lrg,328.110,246932
ITT,ITT Inc.,NYSE,Industrial,Industrial Machinery,79.3,mid,91.390,174620
ITUB,Itau Unibanco Banco Multiplo SA,NYSE,Financial,Banks,36.1,lrg,4.835,23722052
ITW,"Illinois Tool Works, Inc.",NYSE,Industrial,Industrial Machinery,81.7,lrg,233.600,377055
IVZ,Invesco Ltd.,NYSE,Financial,Asset Managers,44.1,mid,17.745,3201035
IX,Orix Corp.,NYSE,Financial,Specialty Finance,73.7,lrg,89.585,13899
J,Jacobs Engineering Group Inc.,NYSE,Industrial,Heavy Construction,35.0,lrg,120.360,258726
JAZZ,"Jazz Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,19.1,mid,140.900,505886
JBHT,"J.B. Hunt Transport Services, Inc.",NASD,Industrial,Trucking,47.7,lrg,180.605,343235
JBL,"Jabil, Inc.",NYSE,Technology,Electrical Components,92.0,mid,83.400,658788
JCI,Johnson Controls Intl plc,NYSE,Industrial,Building Materials,63.4,lrg,62.680,2235708
JD,"JD.com, Inc.",NASD,Consumer Discretionary,Broadline Retailers,1.2,lrg,44.478,4926911
JEF,Jefferies Financial Group Inc.,NYSE,Financial,Asset Managers,76.9,mid,37.795,481815
JHX,James Hardie Industries NV,NYSE,Industrial,Building Materials,21.2,mid,20.900,75585
JKHY,"Jack Henry & Associates, Inc.",NASD,Technology,Computer Services,11.3,lrg,165.310,222692
JLL,"Jones Lang Lasalle, Inc.",NYSE,Real Estate,Real Estate Services,40.3,mid,174.815,318536
JNJ,Johnson & Johnson,NYSE,Health Care,Pharmaceuticals,18.0,lrg,153.360,4979530
JNPR,Juniper Networks,NYSE,Technology,Telecom Equipment,54.2,lrg,30.760,1118904
JPM,J.P. Morgan Chase & Co.,NYSE,Financial,Banks,91.1,lrg,143.480,5971227
K,Kellogg Co.,NYSE,Consumer Staples,Food Products,25.3,lrg,66.020,1166303
KB,"KB Financial Group, Inc.",NYSE,Financial,Banks,29.6,lrg,38.640,113411
KBR,KBR Inc.,NYSE,Industrial,Heavy Construction,72.7,mid,55.040,399125
KDP,Keurig Dr Pepper Inc.,NASD,Consumer Staples,Soft Drinks,23.3,lrg,34.575,15925237
KEP,Korea Electric Power Corp.,NYSE,Utilities,Conventional Electricity,8.9,mid,6.645,263731
KEY,Keycorp,NYSE,Financial,Banks,53.2,lrg,18.330,6771391
KEYS,Keysight Technologies Inc.,NYSE,Technology,Electronic Equipment,22.1,lrg,160.410,1006801
KHC,Kraft Heinz Co.,NASD,Consumer Staples,Food Products,48.0,lrg,38.955,4056382
KIM,Kimco Realty Corp.,NYSE,Real Estate,Retail REITs,35.5,lrg,20.735,1685497
KKR,KKR & Co Inc,NYSE,Financial,Specialty Finance,76.8,lrg,56.505,1762437
KLAC,KLA Corp.,NASD,Technology,Semiconductors,62.7,lrg,382.090,536225
KMB,Kimberly Clark Corp.,NYSE,Consumer Staples,Nondurable Home Products,32.9,lrg,125.200,722669
KMI,Kinder Morgan Inc.,NYSE,Energy,Pipelines,26.0,lrg,17.115,5514375
KMX,Carmax Inc.,NYSE,Consumer Discretionary,Specialty Retailers,13.8,mid,69.380,1355575
KNSL,Kinsale Capital Group Inc.,NYSE,Financial,Property-Casualty Insurance,87.7,mid,319.600,85937
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,Industrial,Trucking,59.6,mid,57.020,786379
KO,Coca Cola Co.,NYSE,Consumer Staples,Soft Drinks,35.7,lrg,59.390,5793933
KR,Kroger Co.,NYSE,Consumer Staples,Food Retailers,22.9,lrg,43.235,2940239
L,Loews Corp.,NYSE,Financial,Property-Casualty Insurance,70.1,lrg,61.340,272833
LAMR,Lamar Advertising Co.,NASD,Real Estate,Specialty REITs,65.3,mid,104.550,276111
LBRDA,Liberty Broadband Corp.,NASD,Communication Services,Entertainment,11.7,lrg,86.945,135028
LBRDK,Liberty Broadband Corp.,NASD,Communication Services,Entertainment,10.5,lrg,86.770,857564
LBTYA,Liberty Global Inc.,NASD,Communication Services,Entertainment,36.1,mid,20.375,983053
LBTYK,Liberty Global C,NASD,Communication Services,Entertainment,34.4,mid,21.135,1030713
LCID,"Lucid Group, Inc.",NASD,Consumer Discretionary,Automobiles,0.4,lrg,9.085,15438484
LDOS,"Leidos Holdings, Inc.",NYSE,Industrial,Defense,38.8,lrg,96.690,388782
LEA,Lear Corp.,NYSE,Consumer Discretionary,Auto Parts,44.0,mid,139.590,395558
LECO,"Lincoln Electric Holdings, Inc.",NASD,Industrial,Industrial Machinery,80.6,mid,168.035,200810
LEGN,Legend Biotech Corp,NASD,Health Care,Biotechnology,30.4,mid,46.200,380147
LEN,Lennar Corp.,NYSE,Consumer Discretionary,Home Construction,81.1,lrg,96.670,1331196
LEN/B,Lennar Corp.,NYSE,Consumer Discretionary,Home Construction,88.2,lrg,81.380,35856
LEVI,Levi Strauss & Co.,NYSE,Consumer Discretionary,Clothing & Accessories,54.1,mid,17.930,1564735
LH,Laboratory Corporation of America Holdings,NYSE,Health Care,Health Care Providers,45.9,lrg,238.830,511468
LHX,L3Harris Technologies Inc.,NYSE,Industrial,Defense,29.0,lrg,210.280,683951
LI,Li Auto Inc.,NASD,Consumer Discretionary,Automobiles,20.9,lrg,23.755,10261867
LII,Lennox Intl Inc.,NYSE,Industrial,Building Materials,51.9,mid,254.135,107446
LIN,Linde plc,NYSE,Materials,Commodity Chemicals,90.6,lrg,348.020,2206457
LKQ,LKQ Corp.,NASD,Consumer Discretionary,Auto Parts,66.7,lrg,57.070,862790
LLY,Eli Lilly & Co.,NYSE,Health Care,Pharmaceuticals,25.7,lrg,310.575,2360869
LMT,Lockheed Martin Corp.,NYSE,Industrial,Defense,75.7,lrg,474.100,695660
LNG,"Cheniere Energy, Inc.",AMEX,Energy,Exploration & Production,61.4,lrg,159.000,1180769
LNT,Alliant Energy Corp.,NASD,Utilities,Conventional Electricity,11.8,lrg,51.331,2567978
LOGI,Logitech Intl S.A.,NASD,Technology,Computer Hardware,40.7,lrg,54.780,280135
LOW,"Lowes Companies, Inc.",NYSE,Consumer Discretionary,Home Improvement Retailers,58.7,lrg,206.800,1944694
LPLA,LPL Financial Holdings Inc.,NASD,Financial,Investment Services,84.3,lrg,249.720,422970
LRCX,Lam Research Corp.,NASD,Technology,Semiconductors,71.3,lrg,488.810,617458
LSCC,Lattice Semiconductor Corp.,NASD,Technology,Semiconductors,96.8,mid,85.730,1087396
LSI,"Life Storage, Inc.",NYSE,Real Estate,Specialty REITs,60.8,mid,121.680,691404
LSXMA,Liberty Media SiriusXM Class A,NASD,Communication Services,Entertainment,2.5,lrg,32.510,504583
LSXMK,Liberty Media SiriusXM Class C,NASD,Communication Services,Entertainment,2.1,lrg,32.380,509671
LULU,Lululemon Athletica Inc.,NASD,Consumer Discretionary,Clothing & Accessories,41.0,lrg,309.915,658689
LUV,Southwest Airlines Co.,NYSE,Industrial,Airlines,14.0,lrg,33.635,2822425
LVS,Las Vegas Sands Corp.,NYSE,Consumer Discretionary,Gambling,98.4,lrg,57.285,2117864
LW,"Lamb Weston Holdings, Inc.",NYSE,Consumer Staples,Food Products,93.9,lrg,100.750,584314
LYB,LyondellBasell Industries NV,NYSE,Materials,Commodity Chemicals,78.8,lrg,96.500,849302
LYG,Lloyds TSB Group Plc,NYSE,Financial,Banks,90.8,lrg,2.535,9475309
LYV,"Live Nation Entertainment, Inc.",NYSE,Communication Services,Entertainment,6.9,lrg,72.276,1125836
MA,Mastercard,NYSE,Technology,Computer Services,56.5,lrg,355.875,1127844
